China_DateTime,Chan 1 - Deg C,Chan 2 - %RH
1/11/20 6:06,7.6,68.4
1/11/20 6:07,7.6,69.3
1/11/20 6:08,7.7,69.8
1/11/20 6:09,7.7,69.8
1/11/20 6:10,7.7,68.4
1/11/20 6:11,7.6,66.6
1/11/20 6:12,7.4,66.6
1/11/20 6:13,7.4,67
1/11/20 6:14,7.4,67.9
1/11/20 6:15,7.5,68.8
1/11/20 6:16,7.6,69.7
1/11/20 6:17,7.6,70.2
1/11/20 6:18,7.7,69.8
1/11/20 6:19,7.6,67.9
1/11/20 6:20,7.5,66.6
1/11/20 6:21,7.4,66.6
1/11/20 6:22,7.4,67.5
1/11/20 6:23,7.4,68.4
1/11/20 6:24,7.5,69.3
1/11/20 6:25,7.6,69.7
1/11/20 6:26,7.6,70.2
1/11/20 6:27,7.6,69.3
1/11/20 6:28,7.5,67.5
1/11/20 6:29,7.4,66.6
1/11/20 6:30,7.4,67.5
1/11/20 6:31,7.4,67.9
1/11/20 6:32,7.4,68.8
1/11/20 6:33,7.4,69.7
1/11/20 6:34,7.6,70.2
1/11/20 6:35,7.6,70.2
1/11/20 6:36,7.6,68.8
1/11/20 6:37,7.4,67
1/11/20 6:38,7.4,67
1/11/20 6:39,7.4,67.5
1/11/20 6:40,7.4,68.4
1/11/20 6:41,7.4,69.3
1/11/20 6:42,7.5,69.7
1/11/20 6:43,7.6,70.2
1/11/20 6:44,7.6,70.6
1/11/20 6:45,7.7,71.1
1/11/20 6:46,7.8,71.1
1/11/20 6:47,7.8,71.1
1/11/20 6:48,7.9,71.1
1/11/20 6:49,8,71.2
1/11/20 6:50,8,70.7
1/11/20 6:51,8.1,70.7
1/11/20 6:52,8.1,70.3
1/11/20 6:53,8.1,69
1/11/20 6:54,8,66.7
1/11/20 6:55,7.8,66.2
1/11/20 6:56,7.8,66.6
1/11/20 6:57,7.8,67.5
1/11/20 6:58,7.8,68.4
1/11/20 6:59,7.8,69.3
1/11/20 7:00,7.8,69.8
1/11/20 7:01,7.9,69.4
1/11/20 7:02,7.8,67.5
1/11/20 7:03,7.7,66.2
1/11/20 7:04,7.6,66.6
1/11/20 7:05,7.6,67.5
1/11/20 7:06,7.6,68.4
1/11/20 7:07,7.6,69.3
1/11/20 7:08,7.7,69.8
1/11/20 7:09,7.8,70.2
1/11/20 7:10,7.7,68.9
1/11/20 7:11,7.6,67
1/11/20 7:12,7.5,66.6
1/11/20 7:13,7.5,67
1/11/20 7:14,7.5,67.9
1/11/20 7:15,7.5,68.8
1/11/20 7:16,7.6,69.3
1/11/20 7:17,7.6,70.2
1/11/20 7:18,7.7,70.2
1/11/20 7:19,7.7,68.4
1/11/20 7:20,7.5,67
1/11/20 7:21,7.4,66.6
1/11/20 7:22,7.4,67.5
1/11/20 7:23,7.4,68.4
1/11/20 7:24,7.4,69.3
1/11/20 7:25,7.5,69.7
1/11/20 7:26,7.6,70.2
1/11/20 7:27,7.6,70.2
1/11/20 7:28,7.6,68.4
1/11/20 7:29,7.4,67
1/11/20 7:30,7.4,67
1/11/20 7:31,7.4,67.9
1/11/20 7:32,7.4,68.8
1/11/20 7:33,7.4,69.7
1/11/20 7:34,7.5,70.2
1/11/20 7:35,7.5,70.6
1/11/20 7:36,7.6,70.2
1/11/20 7:37,7.5,67.9
1/11/20 7:38,7.4,67
1/11/20 7:39,7.3,67.4
1/11/20 7:40,7.3,67.9
1/11/20 7:41,7.4,68.8
1/11/20 7:42,7.4,69.7
1/11/20 7:43,7.4,70.2
1/11/20 7:44,7.5,70.6
1/11/20 7:45,7.5,70.2
1/11/20 7:46,7.4,67.9
1/11/20 7:47,7.4,67
1/11/20 7:48,7.3,67.4
1/11/20 7:49,7.3,68.3
1/11/20 7:50,7.3,69.2
1/11/20 7:51,7.4,69.7
1/11/20 7:52,7.4,70.2
1/11/20 7:53,7.5,70.6
1/11/20 7:54,7.6,71.1
1/11/20 7:55,7.6,71.1
1/11/20 7:56,7.7,71.1
1/11/20 7:57,7.8,71.1
1/11/20 7:58,7.8,71.1
1/11/20 7:59,7.9,71.1
1/11/20 8:00,8,71.2
1/11/20 8:01,8,70.3
1/11/20 8:02,7.9,68
1/11/20 8:03,7.8,66.6
1/11/20 8:04,7.7,66.6
1/11/20 8:05,7.6,67.5
1/11/20 8:06,7.6,68.4
1/11/20 8:07,7.7,69.3
1/11/20 8:08,7.7,69.8
1/11/20 8:09,7.8,70.2
1/11/20 8:10,7.8,68.9
1/11/20 8:11,7.6,67
1/11/20 8:12,7.6,66.6
1/11/20 8:13,7.5,67.5
1/11/20 8:14,7.5,68.4
1/11/20 8:15,7.5,69.3
1/11/20 8:16,7.6,69.7
1/11/20 8:17,7.6,70.2
1/11/20 8:18,7.7,70.2
1/11/20 8:19,7.6,68.4
1/11/20 8:20,7.5,67
1/11/20 8:21,7.4,67
1/11/20 8:22,7.4,67.9
1/11/20 8:23,7.4,68.8
1/11/20 8:24,7.4,69.3
1/11/20 8:25,7.5,70.2
1/11/20 8:26,7.6,70.6
1/11/20 8:27,7.6,70.2
1/11/20 8:28,7.6,68.4
1/11/20 8:29,7.4,67
1/11/20 8:30,7.4,67.5
1/11/20 8:31,7.3,68.4
1/11/20 8:32,7.4,69.3
1/11/20 8:33,7.4,69.7
1/11/20 8:34,7.5,70.2
1/11/20 8:35,7.5,70.6
1/11/20 8:36,7.6,70.2
1/11/20 8:37,7.5,68.4
1/11/20 8:38,7.4,67.5
1/11/20 8:39,7.3,67.4
1/11/20 8:40,7.3,68.3
1/11/20 8:41,7.3,69.2
1/11/20 8:42,7.4,69.7
1/11/20 8:43,7.4,70.6
1/11/20 8:44,7.5,71.1
1/11/20 8:45,7.6,70.6
1/11/20 8:46,7.5,68.4
1/11/20 8:47,7.3,67.4
1/11/20 8:48,7.3,67.4
1/11/20 8:49,7.3,68.3
1/11/20 8:50,7.3,69.2
1/11/20 8:51,7.4,69.7
1/11/20 8:52,7.4,70.6
1/11/20 8:53,7.5,71.1
1/11/20 8:54,7.5,70.6
1/11/20 8:55,7.4,68.8
1/11/20 8:56,7.3,67.4
1/11/20 8:57,7.2,67.4
1/11/20 8:58,7.2,68.3
1/11/20 8:59,7.2,69.2
1/11/20 9:00,7.3,70.1
1/11/20 9:01,7.4,70.6
1/11/20 9:02,7.4,71.1
1/11/20 9:03,7.5,71.1
1/11/20 9:04,7.6,71.5
1/11/20 9:05,7.6,71.5
1/11/20 9:06,7.7,71.6
1/11/20 9:07,7.8,71.6
1/11/20 9:08,7.8,71.1
1/11/20 9:09,7.9,71.1
1/11/20 9:10,7.9,69.8
1/11/20 9:11,7.8,67.5
1/11/20 9:12,7.6,67
1/11/20 9:13,7.5,67.5
1/11/20 9:14,7.5,68.4
1/11/20 9:15,7.5,69.3
1/11/20 9:16,7.6,69.7
1/11/20 9:17,7.6,70.2
1/11/20 9:18,7.7,70.7
1/11/20 9:19,7.7,68.9
1/11/20 9:20,7.5,67.5
1/11/20 9:21,7.4,67
1/11/20 9:22,7.4,67.9
1/11/20 9:23,7.4,68.8
1/11/20 9:24,7.4,69.3
1/11/20 9:25,7.5,70.2
1/11/20 9:26,7.5,70.6
1/11/20 9:27,7.6,70.6
1/11/20 9:28,7.5,68.8
1/11/20 9:29,7.4,67
1/11/20 9:30,7.4,67
1/11/20 9:31,7.3,67.9
1/11/20 9:32,7.4,68.4
1/11/20 9:33,7.4,69.3
1/11/20 9:34,7.4,69.7
1/11/20 9:35,7.5,69.7
1/11/20 9:36,7.5,67.9
1/11/20 9:37,7.4,66.1
1/11/20 9:38,7.4,66.6
1/11/20 9:39,7.4,67
1/11/20 9:40,7.4,67.9
1/11/20 9:41,7.4,68.4
1/11/20 9:42,7.5,68.8
1/11/20 9:43,7.5,67
1/11/20 9:44,7.4,65.6
1/11/20 9:45,7.4,65.2
1/11/20 9:46,7.4,66.1
1/11/20 9:47,7.5,67
1/11/20 9:48,7.5,67.9
1/11/20 9:49,7.6,67.5
1/11/20 9:50,7.6,65.7
1/11/20 9:51,7.5,64.3
1/11/20 9:52,7.5,64.7
1/11/20 9:53,7.5,65.7
1/11/20 9:54,7.6,66.6
1/11/20 9:55,7.7,67.1
1/11/20 9:56,7.7,65.7
1/11/20 9:57,7.7,63.9
1/11/20 9:58,7.6,63.4
1/11/20 9:59,7.6,64.3
1/11/20 10:00,7.7,65.7
1/11/20 10:01,7.8,66.2
1/11/20 10:02,7.8,65.7
1/11/20 10:03,7.8,63.9
1/11/20 10:04,7.8,62.5
1/11/20 10:05,7.7,63.4
1/11/20 10:06,7.8,64.3
1/11/20 10:07,7.8,65.2
1/11/20 10:08,7.9,65.7
1/11/20 10:09,8,66.2
1/11/20 10:10,8.1,66.2
1/11/20 10:11,8.2,65.8
1/11/20 10:12,8.3,65.8
1/11/20 10:13,8.4,65.8
1/11/20 10:14,8.6,65.4
1/11/20 10:15,8.7,65.4
1/11/20 10:16,8.8,65
1/11/20 10:17,8.9,64.5
1/11/20 10:18,9,63.6
1/11/20 10:19,9,61.3
1/11/20 10:20,8.9,59.9
1/11/20 10:21,8.8,60.3
1/11/20 10:22,8.7,61.7
1/11/20 10:23,8.8,62.7
1/11/20 10:24,8.8,63.1
1/11/20 10:25,8.8,61.3
1/11/20 10:26,8.7,59.9
1/11/20 10:27,8.6,60.3
1/11/20 10:28,8.6,61.7
1/11/20 10:29,8.7,62.7
1/11/20 10:30,8.8,63.1
1/11/20 10:31,8.8,61.3
1/11/20 10:32,8.7,59.9
1/11/20 10:33,8.6,60.8
1/11/20 10:34,8.6,61.7
1/11/20 10:35,8.7,63.1
1/11/20 10:36,8.8,63.1
1/11/20 10:37,8.9,62.2
1/11/20 10:38,8.8,61.7
1/11/20 10:39,8.9,62.2
1/11/20 10:40,9,63.2
1/11/20 10:41,9.1,64.1
1/11/20 10:42,9.1,62.7
1/11/20 10:43,9.2,61.8
1/11/20 10:44,9.2,61.3
1/11/20 10:45,9.2,61.3
1/11/20 10:46,9.2,62.3
1/11/20 10:47,9.4,63.2
1/11/20 10:48,9.4,62.3
1/11/20 10:49,9.5,60.5
1/11/20 10:50,9.4,59.5
1/11/20 10:51,9.4,60
1/11/20 10:52,9.5,61.4
1/11/20 10:53,9.6,61.9
1/11/20 10:54,9.6,60.5
1/11/20 10:55,9.6,59.1
1/11/20 10:56,9.6,58.6
1/11/20 10:57,9.5,59.5
1/11/20 10:58,9.6,60.5
1/11/20 10:59,9.6,60
1/11/20 11:00,9.7,58.1
1/11/20 11:01,9.6,57.7
1/11/20 11:02,9.6,58.6
1/11/20 11:03,9.6,59.5
1/11/20 11:04,9.7,59.6
1/11/20 11:05,9.8,58.1
1/11/20 11:06,9.8,57.2
1/11/20 11:07,9.7,57.2
1/11/20 11:08,9.8,58.6
1/11/20 11:09,9.8,59.1
1/11/20 11:10,9.9,58.2
1/11/20 11:11,9.9,56.8
1/11/20 11:12,9.9,55.8
1/11/20 11:13,9.9,56.7
1/11/20 11:14,9.9,57.7
1/11/20 11:15,10,58.2
1/11/20 11:16,10.1,58.2
1/11/20 11:17,10.2,58.2
1/11/20 11:18,10.4,58.3
1/11/20 11:19,10.6,57.8
1/11/20 11:20,10.7,57.4
1/11/20 11:21,10.9,57.4
1/11/20 11:22,11.1,56.9
1/11/20 11:23,11.2,56.5
1/11/20 11:24,11.4,56.5
1/11/20 11:25,11.6,56.1
1/11/20 11:26,11.7,55.6
1/11/20 11:27,11.8,55.1
1/11/20 11:28,11.9,53.2
1/11/20 11:29,11.8,52.2
1/11/20 11:30,11.7,52.2
1/11/20 11:31,11.6,51.7
1/11/20 11:32,11.5,51.7
1/11/20 11:33,11.5,51.2
1/11/20 11:34,11.4,50.7
1/11/20 11:35,11.3,50.7
1/11/20 11:36,11.3,51.7
1/11/20 11:37,11.2,52.6
1/11/20 11:38,11.3,54.1
1/11/20 11:39,11.4,53.1
1/11/20 11:40,11.3,51.7
1/11/20 11:41,11.2,50.7
1/11/20 11:42,11.1,51.6
1/11/20 11:43,11.1,52.6
1/11/20 11:44,11.2,54.1
1/11/20 11:45,11.2,53.1
1/11/20 11:46,11.2,51.7
1/11/20 11:47,11.2,51.2
1/11/20 11:48,11.1,50.7
1/11/20 11:49,11.1,52.1
1/11/20 11:50,11.1,53.6
1/11/20 11:51,11.2,53.6
1/11/20 11:52,11.2,51.7
1/11/20 11:53,11.2,50.7
1/11/20 11:54,11.2,50.2
1/11/20 11:55,11.1,50.7
1/11/20 11:56,11.1,52.1
1/11/20 11:57,11.2,53.1
1/11/20 11:58,11.4,52.2
1/11/20 11:59,11.4,50.7
1/11/20 12:00,11.4,50.2
1/11/20 12:01,11.3,49.7
1/11/20 12:02,11.2,50.2
1/11/20 12:03,11.3,51.7
1/11/20 12:04,11.4,52.7
1/11/20 12:05,11.4,51.2
1/11/20 12:06,11.4,49.7
1/11/20 12:07,11.4,49.2
1/11/20 12:08,11.3,48.7
1/11/20 12:09,11.2,50.2
1/11/20 12:10,11.2,52.1
1/11/20 12:11,11.3,52.6
1/11/20 12:12,11.4,51.2
1/11/20 12:13,11.4,49.7
1/11/20 12:14,11.3,49.2
1/11/20 12:15,11.2,48.6
1/11/20 12:16,11.2,49.7
1/11/20 12:17,11.2,51.2
1/11/20 12:18,11.3,52.6
1/11/20 12:19,11.4,51.2
1/11/20 12:20,11.5,49.7
1/11/20 12:21,11.4,48.7
1/11/20 12:22,11.4,48.1
1/11/20 12:23,11.3,48.1
1/11/20 12:24,11.3,49.7
1/11/20 12:25,11.3,51.7
1/11/20 12:26,11.4,51.7
1/11/20 12:27,11.6,51.7
1/11/20 12:28,11.8,51.3
1/11/20 12:29,12,50.8
1/11/20 12:30,12.2,50.3
1/11/20 12:31,12.4,50.4
1/11/20 12:32,12.6,49.9
1/11/20 12:33,12.8,49.9
1/11/20 12:34,13,49.4
1/11/20 12:35,13.1,48.9
1/11/20 12:36,13.3,48.9
1/11/20 12:37,13.4,47.4
1/11/20 12:38,13.4,45.8
1/11/20 12:39,13.2,45.8
1/11/20 12:40,13.1,45.7
1/11/20 12:41,13,45.2
1/11/20 12:42,12.8,45.2
1/11/20 12:43,12.7,44.6
1/11/20 12:44,12.6,44.6
1/11/20 12:45,12.4,44.6
1/11/20 12:46,12.3,44.6
1/11/20 12:47,12.3,44.6
1/11/20 12:48,12.2,44.5
1/11/20 12:49,12.1,44.5
1/11/20 12:50,12,44.5
1/11/20 12:51,12,45.6
1/11/20 12:52,12,48.2
1/11/20 12:53,12.2,49.3
1/11/20 12:54,12.2,47.7
1/11/20 12:55,12.3,46.7
1/11/20 12:56,12.2,45.6
1/11/20 12:57,12.2,45.1
1/11/20 12:58,12.2,45.6
1/11/20 12:59,12.2,46.7
1/11/20 13:00,12.2,48.8
1/11/20 13:01,12.3,49.3
1/11/20 13:02,12.4,47.2
1/11/20 13:03,12.4,46.2
1/11/20 13:04,12.3,45.6
1/11/20 13:05,12.2,45.6
1/11/20 13:06,12.2,47.2
1/11/20 13:07,12.2,49.3
1/11/20 13:08,12.3,50.4
1/11/20 13:09,12.4,48.8
1/11/20 13:10,12.4,47.2
1/11/20 13:11,12.4,46.7
1/11/20 13:12,12.3,46.7
1/11/20 13:13,12.2,46.1
1/11/20 13:14,12.2,46.1
1/11/20 13:15,12.2,46.1
1/11/20 13:16,12.2,45.6
1/11/20 13:17,12.2,45.6
1/11/20 13:18,12.2,45.6
1/11/20 13:19,12.2,46.7
1/11/20 13:20,12.3,49.3
1/11/20 13:21,12.5,51.4
1/11/20 13:22,12.6,50.9
1/11/20 13:23,12.6,48.8
1/11/20 13:24,12.7,47.8
1/11/20 13:25,12.6,47.3
1/11/20 13:26,12.6,46.7
1/11/20 13:27,12.6,46.7
1/11/20 13:28,12.6,46.7
1/11/20 13:29,12.6,46.2
1/11/20 13:30,12.6,46.2
1/11/20 13:31,12.6,46.2
1/11/20 13:32,12.6,46.2
1/11/20 13:33,12.6,45.7
1/11/20 13:34,12.6,45.7
1/11/20 13:35,12.6,47.8
1/11/20 13:36,12.7,50.4
1/11/20 13:37,12.9,52.9
1/11/20 13:38,13,53.9
1/11/20 13:39,13.2,54.9
1/11/20 13:40,13.4,55.4
1/11/20 13:41,13.6,55.4
1/11/20 13:42,13.8,55.4
1/11/20 13:43,14,55
1/11/20 13:44,14.2,54.5
1/11/20 13:45,14.4,54.1
1/11/20 13:46,14.6,53.1
1/11/20 13:47,14.6,51.2
1/11/20 13:48,14.6,50.2
1/11/20 13:49,14.6,49.1
1/11/20 13:50,14.5,48.6
1/11/20 13:51,14.4,48.6
1/11/20 13:52,14.3,48
1/11/20 13:53,14.3,48
1/11/20 13:54,14.2,47.5
1/11/20 13:55,14.2,46.9
1/11/20 13:56,14.1,46.9
1/11/20 13:57,14,46.4
1/11/20 13:58,14,46.4
1/11/20 13:59,13.9,46.4
1/11/20 14:00,13.8,45.8
1/11/20 14:01,13.8,45.8
1/11/20 14:02,13.7,45.8
1/11/20 14:03,13.6,45.8
1/11/20 14:04,13.5,45.8
1/11/20 14:05,13.4,45.8
1/11/20 14:06,13.4,45.8
1/11/20 14:07,13.4,45.8
1/11/20 14:08,13.3,45.8
1/11/20 14:09,13.2,45.2
1/11/20 14:10,13.2,45.7
1/11/20 14:11,13.2,45.7
1/11/20 14:12,13.1,45.7
1/11/20 14:13,13.1,45.2
1/11/20 14:14,13.1,45.7
1/11/20 14:15,13,45.2
1/11/20 14:16,13,45.2
1/11/20 14:17,13,45.2
1/11/20 14:18,13,45.2
1/11/20 14:19,13,45.2
1/11/20 14:20,13,45.2
1/11/20 14:21,13,45.2
1/11/20 14:22,13,45.2
1/11/20 14:23,13,45.2
1/11/20 14:24,13,45.2
1/11/20 14:25,13,45.2
1/11/20 14:26,13,45.2
1/11/20 14:27,13,45.2
1/11/20 14:28,13,45.2
1/11/20 14:29,13,45.2
1/11/20 14:30,13,45.2
1/11/20 14:31,13,45.2
1/11/20 14:32,13,45.2
1/11/20 14:33,13,44.7
1/11/20 14:34,13,45.2
1/11/20 14:35,13,44.7
1/11/20 14:36,13,44.7
1/11/20 14:37,13,44.7
1/11/20 14:38,13,44.7
1/11/20 14:39,13,44.7
1/11/20 14:40,13,44.7
1/11/20 14:41,13,44.7
1/11/20 14:42,13,44.7
1/11/20 14:43,13,44.7
1/11/20 14:44,13.1,45.2
1/11/20 14:45,13.1,46.3
1/11/20 14:46,13.2,48.9
1/11/20 14:47,13.4,51.5
1/11/20 14:48,13.5,53.4
1/11/20 14:49,13.7,54.9
1/11/20 14:50,13.9,55.9
1/11/20 14:51,14.2,56.4
1/11/20 14:52,14.3,57
1/11/20 14:53,14.5,57
1/11/20 14:54,14.6,57
1/11/20 14:55,14.8,57
1/11/20 14:56,15,56.1
1/11/20 14:57,15,53.7
1/11/20 14:58,14.9,52.2
1/11/20 14:59,14.8,51.7
1/11/20 15:00,14.7,50.7
1/11/20 15:01,14.6,50.2
1/11/20 15:02,14.5,50.2
1/11/20 15:03,14.5,50.2
1/11/20 15:04,14.4,49.6
1/11/20 15:05,14.4,49.6
1/11/20 15:06,14.3,49.1
1/11/20 15:07,14.2,48.5
1/11/20 15:08,14.2,48.5
1/11/20 15:09,14.2,48
1/11/20 15:10,14.1,48
1/11/20 15:11,14,48
1/11/20 15:12,14,48
1/11/20 15:13,13.9,48
1/11/20 15:14,13.9,48
1/11/20 15:15,13.9,47.4
1/11/20 15:16,13.8,47.4
1/11/20 15:17,13.8,46.9
1/11/20 15:18,13.8,46.9
1/11/20 15:19,13.8,46.9
1/11/20 15:20,13.7,46.9
1/11/20 15:21,13.7,46.9
1/11/20 15:22,13.7,46.9
1/11/20 15:23,13.6,46.9
1/11/20 15:24,13.6,46.9
1/11/20 15:25,13.6,46.9
1/11/20 15:26,13.6,46.9
1/11/20 15:27,13.6,46.9
1/11/20 15:28,13.6,46.9
1/11/20 15:29,13.6,46.9
1/11/20 15:30,13.6,46.9
1/11/20 15:31,13.6,46.9
1/11/20 15:32,13.6,46.9
1/11/20 15:33,13.6,46.3
1/11/20 15:34,13.6,46.3
1/11/20 15:35,13.6,46.3
1/11/20 15:36,13.6,46.3
1/11/20 15:37,13.6,46.3
1/11/20 15:38,13.6,45.8
1/11/20 15:39,13.6,46.3
1/11/20 15:40,13.6,46.3
1/11/20 15:41,13.7,46.3
1/11/20 15:42,13.7,45.8
1/11/20 15:43,13.7,45.8
1/11/20 15:44,13.7,45.8
1/11/20 15:45,13.7,45.8
1/11/20 15:46,13.8,45.8
1/11/20 15:47,13.8,45.8
1/11/20 15:48,13.8,45.8
1/11/20 15:49,13.8,45.8
1/11/20 15:50,13.8,45.8
1/11/20 15:51,13.8,45.8
1/11/20 15:52,13.8,45.8
1/11/20 15:53,13.8,45.8
1/11/20 15:54,13.8,46.4
1/11/20 15:55,13.9,47.4
1/11/20 15:56,14,51.1
1/11/20 15:57,14.6,56.5
1/11/20 15:58,14.8,56.1
1/11/20 15:59,14.9,56.6
1/11/20 16:00,15,57.5
1/11/20 16:01,15.2,58.1
1/11/20 16:02,15.3,58.5
1/11/20 16:03,15.4,58.6
1/11/20 16:04,15.5,59.1
1/11/20 16:05,15.7,58.6
1/11/20 16:06,15.7,55.7
1/11/20 16:07,15.6,52.3
1/11/20 16:08,15.3,50.8
1/11/20 16:09,15.1,50.2
1/11/20 16:10,14.9,49.2
1/11/20 16:11,14.6,48.6
1/11/20 16:12,14.4,48
1/11/20 16:13,14.2,48
1/11/20 16:14,14.1,47.5
1/11/20 16:15,13.9,46.9
1/11/20 16:16,13.8,46.9
1/11/20 16:17,13.6,46.3
1/11/20 16:18,13.5,45.8
1/11/20 16:19,13.4,45.8
1/11/20 16:20,13.3,45.8
1/11/20 16:21,13.1,46.8
1/11/20 16:22,13.1,49.4
1/11/20 16:23,13.3,51.9
1/11/20 16:24,13.4,51.5
1/11/20 16:25,13.5,49
1/11/20 16:26,13.4,47.4
1/11/20 16:27,13.4,46.8
1/11/20 16:28,13.2,46.3
1/11/20 16:29,13.1,45.7
1/11/20 16:30,13,45.7
1/11/20 16:31,12.9,45.2
1/11/20 16:32,12.8,45.2
1/11/20 16:33,12.7,46.7
1/11/20 16:34,12.8,49.9
1/11/20 16:35,12.9,51.9
1/11/20 16:36,13.1,50.5
1/11/20 16:37,13.1,47.9
1/11/20 16:38,13,46.8
1/11/20 16:39,13,46.2
1/11/20 16:40,12.9,45.7
1/11/20 16:41,12.8,45.7
1/11/20 16:42,12.7,45.1
1/11/20 16:43,12.6,45.1
1/11/20 16:44,12.5,47.2
1/11/20 16:45,12.6,50.4
1/11/20 16:46,12.8,51.9
1/11/20 16:47,13,49.9
1/11/20 16:48,13,47.8
1/11/20 16:49,13,46.8
1/11/20 16:50,12.9,46.2
1/11/20 16:51,12.9,45.7
1/11/20 16:52,12.8,45.7
1/11/20 16:53,12.8,45.2
1/11/20 16:54,12.7,44.6
1/11/20 16:55,12.6,44.6
1/11/20 16:56,12.6,46.2
1/11/20 16:57,12.6,49.4
1/11/20 16:58,12.8,51.4
1/11/20 16:59,13,49.9
1/11/20 17:00,13,47.3
1/11/20 17:01,13,46.3
1/11/20 17:02,12.9,45.7
1/11/20 17:03,12.8,45.2
1/11/20 17:04,12.8,46.2
1/11/20 17:05,12.8,48.9
1/11/20 17:06,12.9,51.9
1/11/20 17:07,13.1,53.9
1/11/20 17:08,13.4,54.9
1/11/20 17:09,13.6,55.9
1/11/20 17:10,13.9,55.9
1/11/20 17:11,14.1,56
1/11/20 17:12,14.3,55.5
1/11/20 17:13,14.5,55.5
1/11/20 17:14,14.7,55.1
1/11/20 17:15,14.9,54.1
1/11/20 17:16,15,51.2
1/11/20 17:17,14.9,48.1
1/11/20 17:18,14.6,47
1/11/20 17:19,14.4,46.4
1/11/20 17:20,14.2,45.9
1/11/20 17:21,14.1,45.9
1/11/20 17:22,14,45.3
1/11/20 17:23,13.8,44.8
1/11/20 17:24,13.8,44.8
1/11/20 17:25,13.7,44.2
1/11/20 17:26,13.6,43.7
1/11/20 17:27,13.5,43.7
1/11/20 17:28,13.5,44.7
1/11/20 17:29,13.6,47.4
1/11/20 17:30,13.8,49.5
1/11/20 17:31,13.8,48
1/11/20 17:32,13.8,45.3
1/11/20 17:33,13.6,44.2
1/11/20 17:34,13.4,43.1
1/11/20 17:35,13.2,43.6
1/11/20 17:36,13.1,45.7
1/11/20 17:37,13,48.4
1/11/20 17:38,13.1,49.4
1/11/20 17:39,13,46.8
1/11/20 17:40,12.9,44.6
1/11/20 17:41,12.7,44.6
1/11/20 17:42,12.6,46.2
1/11/20 17:43,12.5,48.8
1/11/20 17:44,12.6,49.9
1/11/20 17:45,12.5,47.2
1/11/20 17:46,12.3,45.6
1/11/20 17:47,12.2,45.6
1/11/20 17:48,12.1,47.7
1/11/20 17:49,12.1,50.3
1/11/20 17:50,12.2,49.8
1/11/20 17:51,12.1,47.2
1/11/20 17:52,11.9,46.1
1/11/20 17:53,11.8,47.2
1/11/20 17:54,11.8,49.2
1/11/20 17:55,11.8,51.3
1/11/20 17:56,11.8,49.8
1/11/20 17:57,11.7,47.7
1/11/20 17:58,11.6,47.1
1/11/20 17:59,11.4,48.7
1/11/20 18:00,11.5,50.7
1/11/20 18:01,11.5,51.7
1/11/20 18:02,11.5,49.7
1/11/20 18:03,11.4,47.6
1/11/20 18:04,11.3,48.1
1/11/20 18:05,11.2,49.7
1/11/20 18:06,11.3,51.7
1/11/20 18:07,11.3,51.7
1/11/20 18:08,11.3,49.2
1/11/20 18:09,11.2,48.1
1/11/20 18:10,11,49.1
1/11/20 18:11,11,51.2
1/11/20 18:12,11.1,53.1
1/11/20 18:13,11.2,52.1
1/11/20 18:14,11.2,51.7
1/11/20 18:15,11.2,53.1
1/11/20 18:16,11.3,54.6
1/11/20 18:17,11.4,56
1/11/20 18:18,11.5,57
1/11/20 18:19,11.7,58.9
1/11/20 18:20,11.8,59.4
1/11/20 18:21,12,59.5
1/11/20 18:22,12.1,59.9
1/11/20 18:23,12.2,60.4
1/11/20 18:24,12.3,60.5
1/11/20 18:25,12.4,59.5
1/11/20 18:26,12.3,55.7
1/11/20 18:27,12.1,53.2
1/11/20 18:28,11.8,52.2
1/11/20 18:29,11.7,52.7
1/11/20 18:30,11.6,54.1
1/11/20 18:31,11.6,55.6
1/11/20 18:32,11.6,54.1
1/11/20 18:33,11.4,51.7
1/11/20 18:34,11.3,51.2
1/11/20 18:35,11.2,52.6
1/11/20 18:36,11.1,54.5
1/11/20 18:37,11.2,55.5
1/11/20 18:38,11.1,52.6
1/11/20 18:39,11,51.1
1/11/20 18:40,10.8,51.6
1/11/20 18:41,10.8,53.5
1/11/20 18:42,10.8,55.5
1/11/20 18:43,10.9,54.5
1/11/20 18:44,10.8,52.1
1/11/20 18:45,10.7,51.6
1/11/20 18:46,10.6,52.5
1/11/20 18:47,10.6,54.5
1/11/20 18:48,10.6,55.9
1/11/20 18:49,10.6,54
1/11/20 18:50,10.6,52.1
1/11/20 18:51,10.4,52
1/11/20 18:52,10.4,53.5
1/11/20 18:53,10.4,55.4
1/11/20 18:54,10.5,55.9
1/11/20 18:55,10.5,53.5
1/11/20 18:56,10.3,52.5
1/11/20 18:57,10.2,52.5
1/11/20 18:58,10.2,54.4
1/11/20 18:59,10.3,55.9
1/11/20 19:00,10.3,55.9
1/11/20 19:01,10.2,53.5
1/11/20 19:02,10.2,52.5
1/11/20 19:03,10.1,53.4
1/11/20 19:04,10.1,54.9
1/11/20 19:05,10.1,56.3
1/11/20 19:06,10.2,55.4
1/11/20 19:07,10.1,53.4
1/11/20 19:08,10,52.9
1/11/20 19:09,9.9,53.9
1/11/20 19:10,10,55.8
1/11/20 19:11,10,56.8
1/11/20 19:12,10.1,55.4
1/11/20 19:13,10,53.4
1/11/20 19:14,9.8,53.4
1/11/20 19:15,9.8,54.4
